Name,Hyd_chr2,Leg_for2,Pse_gra2,Zyz_arg,Xer_myo,Uro_cau,Rat_rat,Rat_fus,Pog_mol,Not_ale,Mus_mus,Mes_gou,Mel_bur,Mas_fus,Lep_con,Leg_for,Pse_her,Pse_gra,Pse_del,Hyd_chr
Z Parietal PAT L 5,-16.427005,-25.19620972,-29.66887817,-43.79671936,-20.50189514,-22.45673676,-22.01099396,-18.93105927,-36.6068634,-32.49998474,-28.57624512,-44.95647583,-16.65213776,-20.3331604,-24.34505615,-24.93622284,-29.65777283,-29.65777283,-18.03460846,-16.6384903
X Parietal PAT L 4,12.29443512,-5.308993149,6.219185257,-3.32393074,8.072245789,13.7508728,7.020057678,-8.826560974,5.768454361,-8.743557739,-2.334654808,-17.3921051,10.52511292,-24.6799881,15.76147003,-5.185998535,6.245438766,6.245438766,3.570193481,12.03417053
Y Parietal PAT L 4,-22.09539185,-18.21373444,-18.48714142,-6.147768402,-19.36277618,-39.94995728,-14.58904419,-20.34439087,-8.606881714,-13.23989258,-6.080988312,-12.20375824,-16.74136658,-7.449684143,-20.69168701,-18.1822525,-18.56080627,-18.56080627,-21.23904877,-21.93803253
Z Parietal PAT L 4,-19.23927307,-26.73591614,-30.95389099,-42.8817688,-22.22585602,-23.9181488,-23.74927521,-20.95064545,-36.03745728,-33.45791016,-29.12603455,-44.64633179,-17.86731567,-20.31211853,-26.51824036,-26.58686829,-30.93548889,-30.93548889,-18.22750854,-19.5309967
X Parietal PAT L 3,16.16100464,-6.933582306,10.21826401,-0.207092571,7.559064484,22.63257751,10.3515831,-11.47973099,9.620293427,-10.64406891,0.255813551,-22.80867615,13.6787262,-29.1178009,18.62481842,-6.728909302,10.22035675,10.22035675,6.533747101,16.08726959
Y Parietal PAT L 3,-24.24993591,-19.23180389,-18.7478775,-2.121723938,-21.13847504,-40.34298706,-15.35600128,-22.6361969,-5.250346756,-15.4732193,-6.292282867,-7.576320648,-17.31038055,-6.927807617,-22.65555115,-19.12571411,-19.02826843,-19.02826843,-21.1918045,-24.22014008
Z Parietal PAT L 3,-13.27088776,-23.69420013,-28.00646362,-44.02683105,-18.75987091,-20.25379028,-19.97376556,-16.78803406,-36.55914001,-31.23970642,-27.81290283,-46.11749878,-15.11051331,-20.54054108,-21.85983124,-23.42933655,-28.0105896,-28.0105896,-17.50393982,-13.42988281
X Parietal PAT L 2,13.13448792,-3.147749138,6.038762665,-5.738453674,9.30782547,16.74654694,7.324685669,-5.518992615,3.711209869,-5.42543602,-2.333707047,-18.04163818,11.48065338,-23.80718536,17.6819519,-3.025070572,5.648767853,5.648767853,4.027673721,13.05050201
Y Parietal PAT L 2,-18.76285095,-16.81226349,-14.35984802,-3.167975044,-17.76398773,-37.83954163,-10.31914291,-20.75385895,-6.126716995,-15.23331299,-3.465128708,-13.02690277,-13.24081421,-4.873403549,-17.50181427,-16.63651886,-14.43761444,-14.43761444,-18.51634216,-19.36092224
Z Parietal PAT L 2,-18.36656494,-24.90509033,-30.26389465,-41.44315491,-21.40933533,-28.15545654,-23.14423523,-18.26108093,-35.36472473,-32.25931702,-28.59209595,-39.56599121,-17.27101746,-22.96699677,-26.62136841,-24.68716583,-30.56450806,-30.56450806,-18.43373871,-18.56022491
X Parietal PAT L 11,17.21475983,-6.66097641,10.85075912,-0.479514694,7.816761017,25.18441772,11.21900558,-10.67037811,9.687817383,-9.830805206,0.753566933,-24.4748291,14.32932129,-30.19550171,19.56856995,-6.367409134,10.83039551,10.83039551,7.325070953,17.16657257
Y Parietal PAT L 11,-22.75519562,-18.42493591,-16.96120911,0.018249333,-20.43594971,-39.47165527,-13.60855408,-22.76665039,-3.229662323,-16.77948151,-5.102870941,-6.276739502,-16.10558777,-5.963342667,-22.10052948,-18.08079071,-17.41995087,-17.41995087,-19.7200943,-22.76294861
Z Parietal PAT L 11,-10.69517441,-21.89262848,-26.61288452,-42.97632446,-17.20708466,-20.74607391,-18.48644867,-14.44772644,-35.96521606,-29.80587463,-26.90503235,-45.13985596,-14.23764038,-22.06044922,-20.72014923,-21.69258423,-26.90033264,-26.90033264,-17.04196625,-10.93031845
X Parietal PAT L 10,14.93534851,-4.769233322,8.158465576,-3.443040848,8.711242676,18.84087982,8.996455383,-8.236618042,6.225621033,-7.994815063,-1.074087238,-20.47647858,12.61664429,-26.21334534,18.20030518,-4.632075882,8.036177826,8.036177826,5.169027328,14.83036499
Y Parietal PAT L 10,-21.16044312,-18.11135254,-16.41564026,-2.787578583,-19.40296783,-39.60466919,-12.71331711,-22.01087494,-5.739971161,-15.55134277,-4.741252136,-10.74666595,-15.2302002,-5.544198227,-20.13896027,-17.97286682,-16.61791534,-16.61791534,-19.82626343,-21.26769257
Z Parietal PAT L 10,-16.26436157,-24.37866669,-29.61508179,-43.08100281,-20.1930191,-24.74483948,-22.05454407,-17.91800385,-36.32477417,-32.22840271,-28.35943298,-42.73448181,-16.7305481,-21.61433411,-24.74093323,-24.13854065,-29.75340271,-29.75340271,-18.28587189,-16.41212463
X Parietal PAT L 1,16.48759613,-5.271560669,9.97459259,-2.277075005,8.307823181,23.95772552,10.86580811,-8.854247284,7.896243286,-7.772734833,0.222096825,-23.86488647,13.8961731,-29.40921631,19.97113342,-5.353778458,9.994454956,9.994454956,6.673271942,16.56452026
Y Parietal PAT L 1,-19.94713593,-17.17036896,-14.92884064,0.464605427,-19.06864471,-38.59937134,-11.45847702,-22.54282227,-2.509824181,-17.09710388,-3.710626221,-7.40522995,-14.15891266,-4.698802948,-20.41134796,-16.95101624,-15.28733063,-15.28733063,-18.39115448,-20.25649872
Z Parietal PAT L 1,-11.35221252,-21.76148071,-26.45008545,-41.82454529,-17.41781311,-23.26624908,-18.52649841,-14.24190826,-35.44712219,-29.35238953,-26.60227661,-41.91428528,-14.41995392,-23.64591827,-21.47616272,-21.54187927,-26.88060608,-26.88060608,-17.23648529,-11.38388367
X Parietal PAT 9,10.74797897,-8.525341034,5.938343048,1.137691307,5.251266861,13.86005096,5.611707687,-13.90821991,9.764971161,-12.35896454,-2.607972717,-17.32259827,9.471562958,-25.91391907,13.50154266,-8.942061615,6.099515533,6.099515533,2.87518959,10.7621048
Y Parietal PAT 9,-28.37249756,-18.64367828,-23.50560455,-8.613852692,-21.66016693,-41.57905884,-19.48636627,-18.46487732,-11.27401581,-10.39924469,-8.969217682,-9.856143951,-20.78718872,-11.18084564,-24.59095764,-18.80613556,-23.46226196,-23.46226196,-24.15701294,-28.02521362
Z Parietal PAT 9,-17.85388336,-28.87310486,-29.54338074,-43.096875,-22.84835663,-16.13771057,-22.10882568,-22.7419693,-36.00097046,-32.58641968,-28.9355835,-50.02125549,-16.51265869,-17.75557251,-24.60998077,-28.75471191,-29.50042114,-29.50042114,-16.5447403,-18.06938324
X Parietal PAT 8,7.009018707,-8.78310318,2.352721024,1.367740822,3.785781097,9.15145874,1.634058762,-14.14831238,9.479119873,-11.99429626,-4.832143021,-13.1542511,6.174242783,-23.4769928,9.836109924,-9.602026367,2.381121445,2.381121445,0.574256229,6.983716583
Y Parietal PAT 8,-29.5165863,-16.70521393,-24.82559052,-11.69945908,-20.66009979,-40.76161194,-20.35718689,-14.8190506,-14.25299072,-6.624495697,-9.965356445,-10.6002182,-22.04187164,-13.83126678,-24.66500854,-16.81155243,-24.66291656,-24.66291656,-24.48372955,-29.06595459
Z Parietal PAT 8,-19.20315247,-31.24905396,-29.13386841,-40.23695984,-24.66579437,-13.61290283,-22.25073242,-24.455896,-34.38705139,-31.85754395,-28.77185364,-51.99851685,-16.12681885,-17.41558075,-25.75726318,-31.12927551,-29.26377258,-29.26377258,-15.02984772,-19.55850983
X Parietal PAT 7,9.154480743,-10.52182999,5.148718262,3.815042877,3.108549118,14.20349884,4.306329346,-16.30516663,12.14597778,-13.88681488,-3.094911766,-17.50817108,8.61568985,-26.6672821,11.89251099,-10.97965622,5.303951263,5.303951263,2.316002083,9.01452179
Y Parietal PAT 7,-32.00063782,-18.10329285,-25.74489746,-9.584809113,-22.33428497,-41.50821533,-21.59350128,-16.39096375,-12.57221146,-8.764830017,-10.49839554,-7.622320557,-22.51088257,-13.69312592,-26.46805115,-18.02309418,-25.63876648,-25.63876648,-25.27569275,-31.85801697
Z Parietal PAT 7,-16.11609192,-29.92512207,-27.86473389,-41.84810791,-23.06217346,-12.06040039,-20.37663727,-22.7864212,-35.00736084,-30.96989136,-28.28164673,-53.07434082,-15.24196014,-17.0432373,-22.99043121,-29.86583862,-27.95858459,-27.95858459,-14.86273041,-16.30279236
X Parietal PAT 6,10.42714157,-6.868862915,4.882014084,-1.387511444,6.564611053,11.18136749,5.123273849,-11.26060562,7.199128723,-10.58218384,-3.240606308,-15.67997589,8.765597534,-24.23277893,13.44035645,-7.149507141,5.021437454,5.021437454,2.321408463,10.30302734
Y Parietal PAT 6,-25.21948547,-18.16161499,-21.56652527,-8.855229187,-20.21926727,-40.79955444,-17.51364288,-18.40506287,-11.14703674,-10.66618958,-7.84442215,-11.96821136,-19.28309021,-9.891226959,-22.48470306,-18.30722961,-21.48598785,-21.48598785,-23.05243073,-24.68285675
Z Parietal PAT 6,-19.83321686,-28.83164673,-30.76908264,-42.51175537,-23.43555145,-19.62609711,-23.73042908,-23.13005219,-35.75762939,-33.59393616,-29.3291687,-47.97326965,-17.65079193,-18.68311005,-26.50488281,-28.74491882,-30.75083313,-30.75083313,-17.32165375,-20.17243652
X Parietal PAT 5,7.213582611,-6.699180603,0.985528088,-1.673978996,5.527519989,6.536243439,0.738411713,-11.20084229,6.334909439,-9.963744354,-5.70146904,-10.5765686,5.198970413,-21.1095459,9.781059265,-7.885439301,0.91099844,0.91099844,-0.127676666,7.319625854
Y Parietal PAT 5,-25.78167419,-16.22114105,-22.67720032,-12.05488892,-19.0542038,-39.79075928,-18.09398956,-14.57098236,-14.1696106,-6.504211426,-8.320852661,-13.78691101,-20.53147125,-11.9432106,-21.73907318,-16.54430389,-22.35300293,-22.35300293,-23.40739136,-24.69287567
Z Parietal PAT 5,-21.51628265,-31.37969055,-30.79285278,-39.77014465,-25.47961884,-16.78499451,-24.35079346,-25.26494904,-34.17738037,-33.22483826,-29.57711792,-49.42219543,-17.50810242,-18.69780273,-28.40084839,-31.33183594,-30.99951477,-30.99951477,-16.11137238,-22.04942322
X Parietal PAT 4,8.256430054,-12.12572937,5.443295288,5.757394791,1.529059029,16.07915344,4.26327858,-18.14247437,14.29542389,-14.68973389,-2.912594795,-18.71299744,8.819792938,-28.44213867,11.61141281,-12.44378357,5.678369522,5.678369522,2.700279236,7.534667206
Y Parietal PAT 4,-34.00583191,-17.65174713,-26.88632202,-8.97013092,-22.8572464,-41.20151367,-22.72283478,-15.55595551,-12.36456223,-8.712770081,-11.56557083,-4.914740372,-23.25927124,-15.39641571,-27.63485413,-17.26489716,-26.77811279,-26.77811279,-25.62181091,-34.02283936
Z Parietal PAT 4,-13.57434082,-29.59299011,-25.82796021,-40.69429932,-22.3994751,-9.586747742,-18.3047226,-21.5736618,-34.00318909,-29.07756042,-27.35262451,-54.88807983,-13.71066437,-17.27979279,-20.82421112,-29.51566772,-26.02685547,-26.02685547,-13.5203537,-13.54519348
X Parietal PAT 3,10.83705597,-10.33977356,6.860863495,3.696036911,3.794736481,16.89913177,6.153013992,-16.30413666,12.39712143,-13.90197144,-1.943292999,-19.44333344,10.11832504,-27.94238892,13.58627319,-10.6669281,7.021205139,7.021205139,3.536498642,11.02518997
Y Parietal PAT 3,-31.46054077,-18.97415466,-25.12580872,-7.810140228,-22.74264984,-41.66750488,-21.165979,-18.12965393,-10.98574371,-10.4003067,-9.931143951,-7.087562561,-21.87510071,-12.5082222,-26.42693481,-18.99510803,-25.07798767,-25.07798767,-25.05041046,-31.15939026
Z Parietal PAT 3,-15.44181824,-28.70588379,-27.90708313,-43.07090454,-22.12561951,-12.67731323,-20.0404953,-21.74745331,-35.67133484,-31.14661255,-28.32771301,-52.00015259,-15.18513031,-17.29190369,-22.20003204,-28.6109375,-27.86530457,-27.86530457,-15.56128387,-15.4811142
X Parietal PAT 2,12.35597916,-8.687240601,7.792595673,1.657979965,5.463663864,17.06930542,7.366448212,-14.39849701,10.70844727,-12.6352272,-1.3810462,-19.33679199,11.10975571,-27.61404724,14.96321259,-9.094570923,7.975146484,7.975146484,4.165615463,12.36476898
Y Parietal PAT 2,-28.13424072,-19.23746643,-23.14333496,-6.717919159,-22.21043091,-41.48575439,-19.28824463,-19.92403564,-9.616815186,-11.81708908,-8.780609131,-8.727820587,-20.31769867,-10.64122696,-24.97316132,-19.39454346,-23.21175385,-23.21175385,-23.89649048,-27.9848877
Z Parietal PAT 2,-16.50312347,-27.52098999,-28.72687378,-43.74108276,-21.52807159,-16.25081177,-21.08037567,-21.0075058,-36.23988647,-32.09460144,-28.56913757,-49.40488892,-15.72111969,-18.22135315,-23.13658295,-27.2462616,-28.57698669,-28.57698669,-16.75122681,-16.5986969
X Parietal PAT 11,8.989279175,-7.07762146,3.190983009,-1.108804512,5.855231094,9.171089172,3.177690506,-11.64894028,7.155627441,-10.72272644,-4.313579941,-13.72289734,7.191101837,-22.94291534,11.74972534,-7.736129761,3.25276413,3.25276413,1.202845669,8.941945648
Y Parietal PAT 11,-26.22668457,-17.44065399,-22.39292908,-10.51364288,-19.94912415,-40.63934021,-18.24662323,-16.64173584,-12.75269852,-8.718197632,-8.316767883,-12.52788773,-20.22637939,-11.00577087,-22.60996399,-17.682547,-22.21969757,-22.21969757,-23.53848572,-25.44385986
Z Parietal PAT 11,-20.52266693,-30.17466431,-30.67563477,-41.43604431,-24.39514771,-17.86096954,-23.98377228,-24.3112854,-35.22226868,-33.56951294,-29.43389893,-48.95447998,-17.63591156,-18.37009125,-27.18892517,-30.12841492,-30.77210083,-30.77210083,-16.71104431,-20.89681549
X Parietal PAT 10,9.059152222,-8.664156342,4.126082993,1.224040222,4.581999969,11.32796326,3.626014709,-14.00753937,9.501449585,-12.40398407,-3.781185532,-15.26860962,7.809099579,-24.50722198,11.72137451,-9.300243378,4.232555008,4.232555008,1.610550117,9.049767303
Y Parietal PAT 10,-29.22617798,-17.81348877,-24.1515564,-10.46287384,-21.25161896,-41.39484863,-20.05891724,-16.61043091,-12.97406464,-8.502479553,-9.459484863,-10.4475441,-21.55960693,-12.33089371,-24.65446777,-17.95766754,-24.00531464,-24.00531464,-24.48752289,-28.7635376
Z Parietal PAT 10,-18.75638123,-30.2285675,-29.47728271,-41.8618927,-23.91742554,-15.01037292,-22.49935913,-23.93665619,-35.36576843,-32.60325317,-28.97741699,-51.02415771,-16.60871735,-17.38769531,-25.40573883,-30.16530457,-29.58525696,-29.58525696,-15.89360962,-19.08136139
X Parietal PAT 1,6.613028717,-10.45024414,3.263135147,3.640139008,2.288805771,11.37900391,2.151680374,-16.2552597,11.91010361,-13.242453,-4.274784088,-14.92777252,6.781243134,-25.32229614,9.740563965,-11.01344986,3.343870163,3.343870163,1.148268318,6.286093903
Y Parietal PAT 1,-31.9440094,-16.75561523,-26.23669128,-11.03946381,-21.54244232,-40.97177734,-21.75727844,-14.55672302,-13.98216858,-6.804012299,-11.13429565,-7.966223907,-22.88809357,-15.41837311,-26.3109375,-16.61614075,-26.170224,-26.170224,-25.11699982,-31.94362488
Z Parietal PAT 1,-16.96842041,-30.94657593,-27.46031494,-39.90568848,-23.84707489,-11.26689148,-20.22934265,-23.44008789,-33.9458374,-30.34875793,-27.91622314,-54.04580078,-14.68967896,-17.22422791,-23.4295639,-30.76859436,-27.59802856,-27.59802856,-13.91965332,-17.02319641
X Paraoccipital process L,11.36961746,-11.20604477,9.342214966,3.540744781,1.923166656,31.90891418,9.096871948,-14.13607941,14.74985352,-9.285074615,0.81885767,-22.96566925,12.66850739,-36.17523804,17.08946381,-11.04540253,9.637577057,9.637577057,7.977477264,11.59405975
Y Paraoccipital process L,-19.8618866,-14.17232819,-17.31341858,2.164262009,-18.01542358,-26.81398315,-13.16230774,-16.59555206,-0.593182039,-14.40263214,-6.005847549,8.879759979,-14.63931885,-11.30831375,-18.45788727,-13.56616821,-17.08370667,-17.08370667,-18.93793335,-20.19519196
Z Paraoccipital process L,0.964184093,-19.85019531,-15.75725861,-37.49006653,-12.39804916,-15.81897736,-8.106033325,-6.863509369,-28.84403381,-21.4509964,-21.15927582,-40.22709351,-6.582097626,-27.68753052,-9.103053284,-19.78951874,-15.78706818,-15.78706818,-11.79471817,0.807186413
X Paraoccipital process,0.896226978,-14.54232788,4.259465027,8.300570679,-3.427693558,21.17254486,3.238557434,-20.23060913,17.74318542,-12.4467247,-2.451390266,-14.30192413,7.008863068,-32.92520142,6.237181473,-15.07526245,4.113973618,4.113973618,4.534891129,0.665101814
Y Paraoccipital process,-32.99152222,-13.80056458,-26.02774658,-4.924483109,-20.07336578,-29.12139282,-22.14179993,-10.63584137,-9.244664764,-7.986187744,-11.72126923,9.769494629,-21.03309326,-20.67642517,-24.29300385,-13.4931076,-25.92565308,-25.92565308,-23.41121216,-33.26610107
Z Paraoccipital process,-4.370396423,-26.11340027,-16.5046875,-35.21660767,-17.71274872,-1.652773285,-10.56465759,-13.86366577,-27.98890381,-22.24162903,-21.76221924,-53.87816162,-5.976386642,-23.75478363,-10.48951187,-26.27728882,-16.45863953,-16.45863953,-9.377375031,-4.561243439
X P pt of tooth row L,0.013076387,-4.684872055,-1.532065296,-5.697227478,4.472349548,11.97437134,-1.264298153,-4.381530762,4.031007385,-1.413949108,-6.959416962,-5.585703659,3.886491013,-22.6947937,9.363970947,-4.630976486,-1.579059029,-1.579059029,0.887274837,-0.01501195
Y P pt of tooth row L,-9.201799011,-9.233410645,-12.9375,-4.681642532,-10.34717331,-20.07263489,-6.505895233,-9.90579071,-6.789589691,-9.561641693,-3.085163689,-1.786847115,-10.60919418,-12.00812759,-9.165975189,-9.261801147,-12.96418762,-12.96418762,-16.11440582,-9.175153351
Z P pt of tooth row L,-15.76838684,-25.56189575,-22.6312973,-31.90596924,-21.04714355,-24.29652252,-17.56455078,-14.50184937,-24.75613098,-26.48802185,-24.19583588,-33.08783569,-11.61066437,-33.62965393,-20.77028351,-25.54827423,-22.60533295,-22.60533295,-13.68085938,-15.80899048
X P pt of tooth row,-5.45404892,-6.870186615,-4.149465561,-3.165494156,1.833241463,6.332000351,-5.14122963,-6.882285309,5.904375839,-3.248360062,-8.409113312,-0.727677631,1.215449238,-20.73070831,4.488074112,-6.887477112,-4.211932755,-4.211932755,-1.209153461,-5.455353928
Y P pt of tooth row,-15.85983124,-9.147815704,-17.08162079,-8.723159027,-11.32979355,-21.18496857,-10.77532349,-6.932841492,-11.05081177,-5.698721695,-6.133253479,-1.88102932,-14.25873871,-17.07126007,-12.19557877,-9.169796753,-17.208078,-17.208078,-18.49889679,-15.82492065
Z P pt of tooth row,-18.50348358,-28.64019165,-22.51666565,-31.30367126,-23.46500092,-17.24354095,-18.07345886,-18.48907623,-24.16594086,-26.81924744,-24.47964325,-40.84259338,-11.29142303,-30.54859009,-21.25214691,-28.72088623,-22.67154999,-22.67154999,-12.32055893,-18.50977325
X P pt of pterygoid process L,0.774155188,-7.717972565,1.114607906,-1.090448761,2.188080215,19.40088043,1.275564384,-9.354232788,9.829418182,-4.881619263,-4.880438995,-11.42219467,6.3616539,-29.24488831,9.616812134,-8.427344513,1.070626354,1.070626354,3.200902557,1.927577591
Y P pt of pterygoid process L,-15.3756958,-10.80754471,-16.46000824,-3.819886017,-13.15580292,-21.51985321,-10.86747894,-11.98618011,-5.108029556,-9.643919373,-5.422412109,3.270087433,-13.68559875,-13.87103424,-13.24011993,-11.16120529,-16.43920898,-16.43920898,-18.07214813,-17.79619446
Z P pt of pterygoid process L,-10.13334351,-25.05446167,-20.63782806,-33.22612305,-18.7653717,-17.40994873,-12.59699326,-13.63563232,-25.66509705,-24.22593842,-22.40470123,-39.58639221,-9.455470276,-30.11820374,-16.60887909,-24.37414246,-20.66933746,-20.66933746,-11.91949615,-8.482761383
X P pt of pterygoid process,-1.318921661,-8.449430084,-0.750138903,0.170977044,0.755948496,15.38442993,-0.782631063,-10.84278259,11.109655,-5.291101456,-5.568745422,-8.062622833,4.92089386,-27.54353943,7.053938293,-9.263221741,-0.201195931,-0.201195931,2.001161003,-1.163391113
Y P pt of pterygoid process,-20.59314117,-10.76296387,-19.53991089,-5.3379879,-14.03299408,-22.41750031,-13.74612579,-10.07714005,-8.572290039,-8.023074341,-7.016438293,3.059099197,-16.39617004,-16.96357269,-15.16636353,-10.82943497,-20.07120667,-20.07120667,-19.16902008,-21.55284119
Z P pt of pterygoid process,-8.715607452,-26.51107788,-19.91134186,-32.93391113,-19.89080353,-11.77614059,-12.73610535,-15.12989807,-25.04945679,-24.49114227,-22.59065247,-42.99030151,-8.948272705,-28.1596283,-17.66835327,-26.32026367,-20.88856049,-20.88856049,-10.93466721,-8.393175507
X P pt of ext auditory meatus L,10.97155914,-9.310056305,9.395094299,1.132635117,3.608285522,28.54836426,8.645159149,-11.372789,11.50183563,-7.956345367,-0.608813953,-22.71059418,12.0279129,-34.41301575,18.53659515,-9.007051086,9.318275452,9.318275452,7.797937012,10.94560623
Y P pt of ext auditory meatus L,-18.04958496,-13.50675507,-15.15686646,2.245834923,-16.24697876,-27.90922546,-10.31948395,-17.42036285,-0.377277255,-15.69715271,-4.317432785,4.932369614,-12.59129791,-8.604146576,-15.42305298,-13.75288239,-14.90472565,-14.90472565,-17.9661499,-17.37548065
Z P pt of ext auditory meatus L,-2.025378036,-19.61071625,-18.5244339,-37.15823059,-13.47652588,-20.37061615,-11.33886032,-7.650801849,-28.76880188,-23.35026093,-21.31100464,-37.86115417,-8.333213806,-29.7683075,-11.17526016,-19.81389008,-18.49590302,-18.49590302,-13.03061676,-2.441155434
X P pt of ext auditory meatus,-0.259440017,-14.02075958,2.18291111,6.758157349,-3.161675072,16.27237549,-0.21609664,-18.9998703,15.83986511,-12.42685013,-4.268372345,-12.59930267,5.42804985,-30.24756165,4.527986526,-14.09884033,2.375323486,2.375323486,2.814298439,-0.593573618
Y P pt of ext auditory meatus,-32.10907288,-13.21563263,-26.56531372,-7.343491364,-18.92074432,-31.09284363,-21.13030243,-9.400647736,-11.47557526,-6.461227417,-11.45895233,4.545355988,-21.31604004,-20.67235718,-24.43536682,-13.52186737,-26.54248352,-26.54248352,-23.76253204,-31.69811096
Z P pt of ext auditory meatus,-9.433891296,-28.11925964,-18.93448639,-35.13900146,-20.082341,-4.0063694,-12.47774506,-17.09107971,-27.33752747,-24.69488678,-22.28994293,-55.52875977,-7.951024628,-22.50229187,-13.7433075,-28.04496155,-19.03607635,-19.03607635,-9.825172424,-8.933220673
X P pt incisor alveolar margin L,-10.21703186,3.467039108,-15.69544373,-15.8682251,8.461691284,-13.98252411,-13.49873657,10.86039352,-9.540015411,7.091685486,-14.82627411,19.28208771,-6.235272217,-3.038260841,-0.496330833,3.296559143,-15.64611359,-15.64611359,-7.392248535,-10.58180008
Y P pt incisor alveolar margin L,3.845020676,-3.743003082,-6.229915237,-11.65892639,-1.580627441,-8.037488556,2.017355537,0.05240314,-13.36887817,-3.676612473,-0.075664276,-14.75706482,-5.25093689,-10.97118912,5.935655975,-3.546802139,-6.072961426,-6.072961426,-12.07548752,3.582396317
Z P pt incisor alveolar margin L,-34.42515564,-31.57775269,-29.26365662,-24.55033875,-29.85081482,-38.35201111,-25.5378067,-21.80660553,-18.5646759,-30.4562439,-26.75638733,-20.46140442,-18.18262939,-40.42683105,-34.72313843,-31.75528259,-29.25295105,-29.25295105,-15.15565033,-34.26880493
X P pt incisor alveolar margin,-12.47092438,2.722490883,-16.59943848,-15.32325592,7.314749146,-15.97121429,-14.34746094,9.716513824,-8.786126709,6.992389679,-15.14245605,21.73044739,-6.988775635,-2.261158752,-2.446793175,2.775827789,-16.60384064,-16.60384064,-7.734301758,-12.64452515
Y P pt incisor alveolar margin,0.9074543,-3.315620804,-7.451815033,-12.87142029,-1.796090698,-8.930649567,0.846584129,0.812342834,-15.27778015,-3.097381401,-0.685010147,-14.8210022,-6.228414917,-13.07189331,5.048485184,-3.462215042,-7.395118713,-7.395118713,-12.90520935,0.59174962
Z P pt incisor alveolar margin,-35.56606445,-32.58034058,-29.46700439,-24.41279297,-30.86783142,-35.77195435,-26.06312866,-22.86586304,-18.26972656,-30.63681335,-26.92088928,-23.53717804,-18.20727081,-39.45290222,-34.97519226,-32.62563477,-29.39144592,-29.39144592,-15.10263977,-35.86611633
X P midline incisive foramen,-6.767617035,-2.094354057,-10.28511658,-9.059649658,5.347926712,-5.257127762,-6.574546051,1.140105724,-1.832772636,1.29540596,-9.88360672,7.383982086,-1.196470261,-13.0890213,3.38325119,-2.28759079,-10.07670975,-10.07670975,-2.761521721,-6.885427856
Y P midline incisive foramen,-5.366662598,-8.002928925,-10.56674652,-9.432833099,-7.462299347,-14.74207306,-5.405231094,-5.227635193,-11.67837067,-6.169858551,-3.22480545,-9.236103058,-9.850499725,-12.78591003,-3.813633347,-8.009711456,-10.34855423,-10.34855423,-15.97132568,-5.182669067
Z P midline incisive foramen,-26.15619812,-29.18363342,-27.55673218,-29.65128479,-25.73273926,-30.86132813,-21.64316864,-19.31314697,-23.02796478,-29.28866882,-25.87148132,-30.68162231,-15.42517853,-34.89161987,-28.6605957,-29.34837646,-27.52883606,-27.52883606,-14.53580322,-26.34210205
X P int premax&max L,4.070365143,2.299022865,-4.161771393,-14.38650513,11.10045242,-0.500173855,-0.902575874,5.282607269,-5.823468399,1.962562943,-8.314923096,-3.089524269,2.076532745,-10.54958954,13.00516052,2.279622078,-4.24630928,-4.24630928,-2.542925644,4.006057739
Y P int premax&max L,-2.370354271,-11.68587799,-9.336421967,-8.458499146,-8.50745163,-25.54180298,-2.490521049,-13.55491333,-9.769241333,-9.921368408,-0.021556658,-19.82920532,-8.212821198,-3.139154816,-7.202216339,-11.67382126,-9.07069931,-9.07069931,-14.72294617,-3.378066254
Z P int premax&max L,-27.99470215,-29.09054565,-33.84408264,-34.81335449,-25.59048004,-41.36019897,-27.60628052,-22.13378754,-29.33534546,-34.2916687,-28.90153809,-25.29824524,-21.51049347,-29.68368225,-34.61743469,-29.13048096,-33.70248718,-33.70248718,-18.89252014,-28.45297852
X P int premax&max,-5.631851959,-0.426114511,-8.20579834,-10.2269165,6.518103027,-11.87913971,-7.111388397,0.350165391,-3.044754028,-1.299437141,-11.23694229,7.095635986,-2.245262337,-7.659289551,3.962260056,-0.602355051,-8.16688385,-8.16688385,-5.956309509,-4.152454376
Y P int premax&max,-14.40792694,-11.16700745,-15.74105225,-15.5358017,-11.1330925,-28.86717224,-10.04127502,-6.568564606,-17.77365723,-4.646384048,-5.162953949,-19.69303741,-13.80936584,-10.58979874,-13.10468445,-11.7531189,-15.7901947,-15.7901947,-18.72569885,-13.94912109
Z P int premax&max,-33.28977661,-33.82331848,-34.12088623,-33.45776672,-30.09193726,-26.28682251,-29.10844727,-28.53942566,-27.39839478,-34.98654785,-30.05308228,-42.64256897,-21.1768692,-25.18884888,-35.72489014,-33.2541687,-34.10049438,-34.10049438,-16.86227722,-32.82043457
X P arc of zygo DCUR L 3,4.614481354,1.495230579,-4.226419067,-13.42870178,9.988840485,4.247646713,-0.614723158,5.329544449,-4.911135483,3.527523804,-8.10851059,-2.225456238,2.084088326,-15.0243103,13.70818176,1.47917614,-3.577839279,-3.577839279,-1.505497265,4.617590714
Y P arc of zygo DCUR L 3,-1.39033041,-9.07338028,-6.784335327,-5.037580109,-7.840527344,-19.41300354,-0.633364534,-13.08669128,-4.91213913,-10.32562561,0.461406469,-12.21957626,-6.095546722,-2.80234375,-1.819912529,-9.050202942,-6.75196991,-6.75196991,-13.29271088,-1.045141315
